words,frequency
staple,2
student,2
students,2
style,2
suffer,2
supposed,2
surprised,2
Take,2
talking,2
taxi,2
technology,2
tested,2
That’s,2
themes,2
there’s,2
thought,2
thumbtacks,2
told,2
top,2
topic,2
toy,2
trail,2
turn,2
type,2
typical,2
ultimately,2
Unfortunately,2
Universal,2
versions,2
visual,2
visualize,2
wall,2
warning,2
watch,2
what’s,2
whole,2
wide,2
wording,2
working,2
works,2
wrist,2
wrong,2
you’ve,2
ability,1
absorbed,1
abstracted,1
abstractification,1
abstractly,1
Academic,1
academics,1
according,1
According,1
accountants,1
accursed,1
acoustic,1
across,1
activities,1
Activity,1
acts,1
actual,1
actually,1
Adam,1
adding,1
addressed,1
adequately,1
adjective,1
adjust,1
adult,1
Adults,1
advantage,1
advice—always,1
affliction,1
afford,1
aggregated,1
agreeing,1
air,1
airport,1
Airport,1
airports,1
alia,1
aliens,1
allow,1
allows,1
alphabet,1
always,1
amaze,1
American,1
amoral,1
amounts,1
anagrams,1
analysts,1
anatomy,1
angular,1
annoyed,1
annual,1
anonymous,1
Another,1
Anyone,1
apartment,1
apogee,1
apparent,1
Apparent,1
appeared,1
appearing,1
applied,1
appreciation,1
apprentices,1
appropriate,1
archaic,1
argot,1
argue,1
arising,1
Arms,1
arm’s,1
art,1
aside,1
asks,1
aspect,1
assess,1
assigned,1
assuredly,1
at-least,1
attach,1
attended,1
attribute,1
attributed,1
audiences,1
audience’s,1
author,1
automatically,1
average,1
avoid,1
avoidance,1
avoided,1
awareness,1
awful,1
axes,1
babies,1
backstory,1
bad,1
badly,1
baffled,1
baffling,1
ballot,1
bamboozlement,1
banal,1
banished,1
bank,1
banks,1
bare,1
bargaining,1
battle,1
Beach,1
beer,1
beforehand,1
begin,1
behavioral,1
behaviorally,1
belaboring,1
bell,1
belong,1
belonging,1
Benjamin,1
betray,1
bewildering,1
beyond,1
bias,1
biases,1
billion,1
bills,1
biologists,1
Biologists,1
biology,1
birds,1
birthday,1
blame,1
blessed,1
blister,1
board,1
Body,1
boilerplate,1
books,1
bore,1
bored,1
borrowed,1
borscht-belt,1
bother,1
bottleneck,1
bottom,1
bounded,1
brain,1
brains,1
breakthrough,1
Brian,1
brief,1
Brigade,1
brimming,1
bring,1
brochure,1
bubble,1
bubble-wrapped,1
building,1
buildings,1
Bureaucrats,1
Bush,1
butterfly,1
button,1
Cadres,1
cage,1
calibrate,1
Call,1
Calvin,1
campus,1
cancer,1
candidate,1
candy,1
canine,1
capital,1
captured,1
care,1
case,1
casings,1
catchwords,1
Catskills,1
CAUSE,1
caused,1
cell,1
ceteris,1
chain,1
challenge,1
chance,1
changes,1
changing,1
Chapter,1
Charge,1
check,1
checking,1
cheerily,1
chess,1
chessmen,1
Children,1
chime,1
choose,1
chore,1
chosen,1
Christmas,1
Chunking,1
circling,1
clarify,1
clarity,1
clearer,1
Clearer,1
clearly,1
click,1
clicks,1
clients,1
cliques,1
clock,1
cloning,1
closer,1
club,1
clubhouse,1
cluttered,1
co-opted,1
code,1
coherent,1
coincidence,1
coined,1
colleague,1
collect,1
collide,1
columns,1
combine,1
combining,1
comics,1
command,1
commentator,1
commitment,1
committee,1
communicate,1
companies,1
company’s,1
Compare,1
comparisons,1
complete,1
completed,1
comply,1
composed,1
computer,1
computer-savvy,1
conceals,1
concept,1
condescending,1
condescension,1
conference,1
confirmation,1
confirmed,1
consensus,1
consider,1
considerate,1
consists,1
consult,1
consultants,1
contact,1
contain,1
contained,1
container,1
containers,1
contains,1
contents,1
continuing,1
contracts,1
contradiction,1
controller,1
conversational,1
cooking,1
copious,1
copy,1
corner,1
corporations,1
correlated,1
correlations,1
corruption,1
cosmic,1
counsel,1
couple,1
cover,1
cowering,1
crack,1
crap,1
crash,1
creampuff,1
Crimean,1
criticized,1
critters,1
cross,1
crosses,1
cultivate,1
curiosity,1
curriculum,1
CURSE,1
Curse,1
curve,1
curves,1
customer,1
cutting-edge,1
dangers,1
data,1
dates,1
DAX-QOV,1
de-thingifies,1
deadliest,1
dealer,1
decide,1
dedicated,1
define,1
definition,1
degree,1
deliberate,1
delivering,1
delusion,1
demonstrate,1
demonstration,1
departure,1
depending,1
describing,1
description,1
descriptions,1
desert,1
deserve,1
design,1
designed,1
designs,1
detect,1
determined,1
devilish,1
devoted,1
diagnosis,1
difference,1
differentiator,1
difficult,1
DIFFICULTY,1
difficulty,1
digging,1
digressions,1
direction,1
disabused,1
disaster,1
discount,1
discover,1
discovering,1
discussion,1
dispatching,1
display,1
distant,1
distinguishes,1
distribution,1
divination,1
divine,1
divining,1
dogs,1
done,1
double,1
down-to-earth,1
downsized,1
dozens,1
drafted,1
drag,1
dress,1
drip,1
drive,1
drunk,1
dubbed,1
dump,1
early,1
earth,1
ease,1
eat,1
economic,1
ECPs,1
editor,1
editors,1
efforts,1
egocentrism,1
ELSE,1
elucidate,1
email,1
emotional,1
encounter,1
engage,1
engaging,1
engine,1
enjoy,1
enlighten,1
enlightens,1
ensures,1
entering,1
entertainment,1
enthusiasts,1
entire,1
entirely,1
entity,1
entrenched,1
entropy,1
Entry,1
equal,1
equipped,1
equivalent,1
esoteric,1
essay,1
evaluate,1
eventually,1
Everyone,1
everything,1
examples,1
excellent,1
except,1
exchange,1
exorcise,1
expensive,1
experienced,1
experiments,1
explains,1
explanations,1
expose,1
expository,1
expressed,1
expressions,1
extracting,1
faces,1
factor,1
factual,1
fail,1
failed,1
fails,1
fall,1
FALSE,1
FALSE,1
family,1
famous,1
famously,1
FAST—bureaucratic,1
fatter,1
features,1
feels,1
Feynman,1
fields,1
figuring,1
filmed,1
financial,1
fine,1
fingers,1
firm,1
fixated,1
fixedness,1
flat,1
flip,1
floor,1
flow,1
flowering,1
Flux,1
follows,1
Food,1
force,1
forks,1
formulate,1
Fortunately,1
forty,1
Forty-seven,1
frameworks,1
Franklin,1
free,1
Freedman,1
frenzied,1
frustrations,1
full,1
gadgets,1
gatekeepers,1
gave,1
geared,1
gene,1
generic,1
genuinely,1
gibberish,1
gift,1
gifted,1
girls,1
gives,1
Global,1
gobbledygook,1
GOES,1
gone,1
Good,1
Gore,1
got,1
Got,1
governs,1
grace,1
graceful,1
grammatical,1
great,1
greatest,1
Greene’s,1
greenhorns,1
grind,1
Groucho,1
groundbreaking,1
grown,1
guaranteed,1
guards,1
guessed,1
guild,1
gurus,1
guys,1
habit,1
hack,1
hacking,1
handful,1
handle,1
handy,1
hanging,1
Hanlon’s,1
happened,1
happens,1
haven’t,1
hazard,1
headache,1
heads,1
healthy,1
hearing,1
heaven,1
held,1
Helen,1
help-line,1
helps,1
Here’s,1
Hey,1
hides,1
high,1
higher,1
highfalutin,1
hike,1
hindsight,1
histories,1
hit,1
Hobbes,1
hobby,1
hobbyhorses,1
home,1
homey,1
honest,1
honesty’s,1
hoping,1
hopping,1
host,1
hotel,1
hours,1
House,1
household,1
huff,1
huge,1
Human,1
humanity,1
hundred-dollar,1
hundreds,1
ICTS,1
idea,1
ideally,1
ignorance,1
ignore,1
ignores,1
IHRP,1
illusory,1
images,1
IMAGINING,1
immediate,1
immediately,1
impairs,1
imperative,1
implement,1
implies,1
imply,1
implying,1
impress,1
improving,1
inches,1
INCOMPREHENSIBLE,1
indispensable,1
individual-level,1
inept,1
inevitably,1
infer,1
influenced,1
informant,1
informed,1
informs,1
ingenious,1
initials,1
inkling,1
inscrutable,1
inside,1
insidious,1
insistence,1
instant,1
insulting,1
integrated,1
intelligent,1
inter,1
interesting,1
International,1
interpreted,1
interrupted,1
invent,1
invented,1
inventing,1
inventory,1
investments,1
invisible,1
invited,1
involves,1
Ironically,1
Irwin,1
Island,1
isn’t,1
isolation,1
is—while,1
it—a,1
IT’S,1
jabber,1
jargon-packed,1
job,1
jocks,1
join,1
joke,1
judgments,1
justice,1
keystrokes,1
kicked,1
kindness,1
KNOWLEDGE,1
Knowledge,1
knows—that,1
labeled,1
lack,1
land,1
lands,1
landscapes,1
Latin,1
laugh,1
laughs,1
laughter,1
launched,1
layers,1
laying,1
laypeople,1
lead,1
leads,1
led,1
legalese,1
lemon,1
length,1
Let,1
let’s,1
lies,1
life,1
lifeblood,1
Light,1
light,1
Like,1
LIKE,1
likely,1
likes,1
Limitation,1
limited,1
limpid,1
linguistics,1
linguists,1
Lisa,1
listeners,1
literature,1
lived,1
local,1
logic,1
logical,1
long-term,1
long-winded,1
looks,1
loop,1
loose,1
lost,1
Lots,1
low,1
lower,1
lucky,1
macheted,1
maddeningly,1
made,1
magic,1
magically,1
magnanimity,1
MAIN,1
maintain,1
maintenance,1
makeup,1
malice,1
Management,1
managers,1
managing,1
manpower,1
manual,1
map,1
market,1
Marx,1
masochistically,1
matches,1
material,1
mathematics,1
matter,1
meant,1
measures,1
medieval,1
meltdown,1
member,1
members,1
memories,1
memorize,1
mentalize,1
mentally,1
mention,1
metal,1
Mexico,1
mice,1
Mile,1
military,1
millions,1
milliseconds,1
mindful,1
minds,1
mindset,1
minority,1
minus,1
misinterpreted,1
missing,1
mitigate,1
Mnemonists,1
mode,1
MODE,1
moderately,1
modes,1
molecular,1
money,1
monotonically,1
month,1
moorings,1
mortals,1
motion,1
motions,1
mountains,1
mRNA,1
Much,1
multiplied,1
Multiply,1
multiply,1
murine,1
music,1
mustard,1
mystified,1
mystifying,1
myth,1
nail,1
names,1
Napoleon,1
natural,1
naturally,1
near,1
nearly,1
necessary,1
needed,1
neon,1
neophyte,1
network,1
neuroscientist,1
neuroscientists,1
Never,1
never-ending,1
newbies,1
newcomer,1
news,1
next,1
Nexus,1
nobody,1
nodes,1
non,1
None,1
none,1
nonlawyers,1
Notice,1
notice,1
noticing,1
noun,1
Noun,1
nouns,1
novices,1
nuclear,1
object’s,1
obscure,1
observations,1
observers,1
Obviously,1
Occasionally,1
occupies,1
occupy,1
off-airport,1
offenders,1
offer,1
Often,1
old,1
old-timers,1
open,1
opens,1
operators,1
opposite,1
orders,1
original,1
other’s,1
outcomes,1
outgrow,1
overcome,1
overconfident,1
overgrowth,1
O’Keeffe,1
O’Keeffe’s,1
pack,1
packages,1
packed,1
paired-associate,1
pairs,1
Palm,1
pals,1
Pancakes,1
pander,1
paper,1
par,1
paradox,1
parallel,1
paribus,1
parlance,1
part,1
Participants,1
particularly,1
party,1
pass,1
passage,1
passed,1
passes,1
passives,1
pastime,1
path,1
patois,1
patronizing,1
peers,1
People,1
people’s,1
perfectly,1
performers,1
Perhaps,1
perhaps,1
permanent,1
permission,1
perpendicular,1
perspectives—also,1
PhD,1
PHD,1
phenomenon,1
Philosophers,1
physics—develops,1
picking,1
pilot,1
pinker.doc,1
pitfalls,1
place,1
Plaid-clad,1
plant,1
PLAY,1
play,1
playing,1
plays,1
plowed,1
plus,1
points,1
polish,1
polishing,1
politicians,1
polls,1
ponderous,1
poor,1
poorly,1
pop,1
popular,1
positive,1
possess,1
potential,1
powerful,1
powers,1
preceding,1
precise,1
predicates,1
predicted,1
predicting,1
prediction,1
predicts,1
present,1
president,1
presidential,1
Press,1
presses,1
pretending,1
prevents,1
primates,1
principle,1
Principles,1
print,1
privately,1
PRO,1
pro,1
product,1
professionalese,1
professionals—lawyers,1
professor,1
professors,1
proficient,1
profit-maximizer,1
profound,1
profusion,1
program,1
Pronoun,1
pronounced,1
proof,1
PROSE,1
protect,1
protection,1
Pseudo-intellectuals,1
Psychologists,1
psychology,1
public-health,1
public-relations,1
publication,1
publishes,1
punctuation,1
purpose,1
puzzle,1
qualifies,1
quality,1
quivering,1
rabbits,1
radioed,1
rarely,1
rate,1
rats,1
Razor,1
Readers,1
readers—and,1
readers—that,1
reader’s,1
real,1
reasonably,1
reasoning,1
recall,1
Recall,1
receive,1
recent,1
receptive,1
reduce,1
redundancies,1
referred,1
referring,1
refers,1
Reflexive,1
regurgitating,1
reject,1
relates,1
relevant,1
reluctant,1
reminds,1
rename,1
REPENT,1
replaces,1
reporting,1
representative,1
Reprinted,1
requires,1
reserved,1
resided,1
resort,1
resources,1
responders—drain,1
responds,1
response,1
responsibility,1
rest,1
retired,1
return,1
revenge,1
review,1
reviewer,1
reviewers,1
rework,1
rhetorical,1
Richard,1
rigorous,1
ring,1
risks,1
roar,1
role,1
roommate,1
round,1
rounds,1
RSVP,1
RSVP’d,1
rule,1
run,1
running,1
runway,1
rural,1
safety,1
sake,1
salt,1
SALT,1
sand,1
sandwich,1
sarcasm,1
sarcastic,1
saving,1
saw,1
scan,1
scholars,1
school,1
schoolchild,1
sci-fi,1
science,1
sciences,1
scientifically,1
scientist,1
scientists,1
scoundrels,1
scribe,1
seat,1
security,1
seem,1
seemed,1
selection,1
sellers,1
semanticist,1
semantics,1
semblance,1
sending,1
sensors,1
Sentri,1
separate,1
separately,1
sequiturs,1
seriousness,1
serve,1
services,1
SET,1
sets,1
settle,1
seven,1
Seventy-two,1
Several,1
SFBS,1
shadows,1
shall,1
She’s,1
shiny,1
shoes,1
short,1
shortcoming,1
shorthand,1
Shorthand,1
shoulder—is,1
showed,1
showing,1
shrewd,1
sides,1
sidewalk,1
sights,1
signal,1
significant,1
silence,1
simple,1
simpliciter,1
since,1
sinks,1
sixteen,1
skeptical,1
skills,1
sky,1
skyscrapers,1
sleepy,1
Slicing,1
slightly,1
slip,1
slots,1
slow,1
Smith,1
smith.doc,1
smoking,1
Social,1
social,1
social-science,1
softer,1
solution,1
solutions,1
someday,1
somehow,1
SOMEONE,1
SOMETHING,1
sound,1
soup,1
speaker’s,1
speaking,1
specialists,1
specialization,1
specialized,1
specialty,1
specific,1
specifying,1
speech,1
spelling,1
spheres,1
spoke,1
spokesperson,1
sports,1
spot,1
spots,1
spout,1
stage-level,1
stands,1
star,1
stare,1
stares,1
start,1
starts,1
state,1
statement,1
steps,1
stick,1
Still,1
stinks,1
stir,1
stolen,1
stony,1
store,1
stories,1
story,1
straight,1
Strategic,1
strict,1
strikes,1
striking,1
string,1
strivings,1
structure,1
struggle,1
Strunk,1
stuck,1
Students,1
studies,1
stylebooks,1
Stylish,1
stylist,1
stylists,1
sub-sub-subfield,1
subfield,1
subject,1
subjects,1
subsequent,1
suggestion,1
sums,1
superfluous,1
superhuman,1
supply,1
supporters,1
sure,1
surface,1
surprising,1
surrounded,1
swaths,1
Sword,1
swung,1
syllepsis,1
symbolic,1
tabletop,1
tack,1
tacks,1
taken,1
takeoff,1
taking,1
talk,1
talks,1
Talks,1
tangible,1
task,1
tax,1
team-taught,1
tech,1
tedious,1
telling,1
temporary,1
tempting,1
tendency,1
tenderfoots,1
Tenerife,1
textbook,1
thank,1
theoretical,1
there—so,1
they’d,1
they’ve,1
thinking—and,1
thinks,1
thinnest,1
third,1
thirteen,1
thirty-two,1
thoroughfares,1
Though,1
thoughtless,1
thousandfold,1
thousands,1
Three,1
three-year-old,1
Thus,1
tilt,1
tiny,1
today,1
toddler,1
toggled,1
tone,1
took,1
tool,1
touch,1
touching,1
touchy,1
track,1
trade,1
trades,1
trading,1
traditional,1
traffic,1
transcription,1
transition,1
Translator,1
transparency,1
transparent,1
Trapping,1
trappings,1
traps,1
travails,1
traveler,1
triangulate,1
trick,1
tries,1
trip,1
trivial,1
TRUE,1
trusted-traveler,1
truth,1
turned,1
turns,1
tweaking,1
twelve,1
twenty,1
Twenty-one,1
twice,1
typos,1
ubiquitous,1
unavoidable,1
Unclick,1
uncommon,1
uncovered,1
underestimate,1
underlings,1
understood,1
UNER,1
unfamiliar,1
unintuitive,1
unit,1
units,1
universe,1
universes,1
university,1
unless,1
unmarked,1
unobjectionable,1
unscramble,1
upper-bounded,1
used,1
used-car,1
useful,1
user,1
Users,1
users,1
uttering,1
vague,1
vaguely,1
value,1
vantage,1
variants,1
verbal,1
verbiage,1
verbosity,1
verve,1
vicinity,1
videogame,1
vignette,1
violence,1
vision,1
visually,1
vocabulary,1
volunteers,1
vote,1
voters,1
walks,1
wants,1
War,1
war,1
waterfall,1
wax,1
wearing,1
weathered,1
well-learned,1
we’ll,1
we’re,1
whispers,1
white,1
White,1
whose,1
wireless,1
wiser,1
within,1
wonks,1
won’t,1
workaround,1
worked,1
world’s,1
worse,1
worst,1
worth,1
wrapping,1
writerly,1
writes,1
Writing,1
writing—about,1
writing—all,1
year,1
years,1
yet,1
Yorker,1
you’d,1
zombie,1
zombies,1
